Link,Price,Address,Broker Name,Broker Phone Number,Brokerage Company,Brokerage Address,Brokerage Phone Number,Brokerage Website,MLS Number,Property Description,Location Description,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Space,Time on Realtor,Bedrooms Above Grade,Bedrooms Below Grade,Bathrooms,Features,Cooling,Heating,Exterior Finish,Storeys,Land Size,Parking Type,Appliances Included,Flooring,Basement Features,Basement Type,Building Amenities,Pool Type,Foundation Type,Style,Utility Sewer,Water,Land Frontage,Land Depth
https://www.realtor.ca/real-estate/27237687/3506-195-redpath-avenue-toronto-c10-mount-pleasant-west,629000,"3506 - 195 REDPATH AVENUE, Toronto C10, Ontario M4P0E4",CONRAD LEUNG,416-720-8867,LANDSTARS 360 REALTY INC.,"360 HIGHWAY 7 E UNIT L1
RICHMOND HILL, Ontario L4B3Y7",905-707-1188,,MLS? Number: C9233901,"Located in the heart of the trendy & stylish midtown neighbourhood. This immaculate model condition suite with split bedroom design and 2 full baths. The sun-drenched living room walking out to a massive 140 sqft south exposure balcony showcasing the panoramic city views. Open concept kitchen features an undermount sink, backsplash, under cabinet LED lighting with plenty of storage. Quartz kitchen & bathroom countertops. Plank laminate floors. Quartz windowsills. The impressive Broadway Club offers 28,000 sqft of amazing indoor & outdoor amenities including 2 pools, amphitheater, party room with chef kitchen, fitness centre, basketball court & media room. Short walk to Yonge Eglinton Centre, high-end boutiques, well known gourmet restaurants, multicultural eateries & Eglinton Park. Subway, TTC & future LRT at your doorsteps **** EXTRAS **** S/S Fridge. Build-in cooktop/oven, microwave & hood fan. Integrated dish washer. Stacked oversize washer & dryer. Many upgrades. All existing light fixtures & roller blinds and Locker. Mtn fee include Rogers Hi-Speed Internet & Eddy System (36471588)",Eglinton & Redpath,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,2500.2,,11 days,2,,2,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27237471/303-625-the-west-mall-toronto-w08-eringate-centennial-west-deane,629000,"303 - 625 THE WEST MALL, Toronto W08, Ontario M9C4W9",HEATHER FERRIER,416-319-4888,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"3031 BLOOR ST. W.
TORONTO, Ontario M8X1C5",416-236-1871,,MLS? Number: W9233899,"Beautifully Upgraded And Maintained 2 Bedroom And Den/Office. Spacious unit with Fantastic South Exposure In The Great Neighbourhood Of ErinGate. Renovated Kitchen, Quartz Counter tops, Hollywood style kitchen with Pot Lights & ceramic floors . Renovated Washroom. Excellent Location, Close To 427, Qew, 401 And Conveniences! Note : Utilities included in Maintenance, Small yearly charge for exercise facilities (max$80 per person) Extras:All Stainless Steel Appliances, Fridge, Stove, Dishwasher, Washer And Dryer. All Electrical Fixtures.Inclusions: **** EXTRAS **** fridge, Stove, Dishwasher, Washer, Dryer, Electric Light fixtures (36471370)",Rathburn/ The West Mall,Single Family,Apartment,Eringate-Centennial-West Deane,Condominium/Strata,1573.74,,11 days,2,,2,"Cul-de-sac, Ravine, Balcony, Carpet Free, In suite Laundry",Central air conditioning,Forced air (Natural gas),Brick,,,Underground,,Hardwood,,,"Party Room, Exercise Centre, Visitor Parking, Storage - Locker","Indoor pool, Outdoor pool",Brick,,,,,
https://www.realtor.ca/real-estate/27237458/707-40-panorama-court-toronto-w10-mount-olive-silverstone-jamestown,570000,"707 - 40 PANORAMA COURT, Toronto W10, Ontario M9V4M1",ARA MARGOS,905-828-3434,RE/MAX REALTY SPECIALISTS INC.,"2691 CREDIT VALLEY ROAD #104
MISSISSAUGA, Ontario L5M7A1",905-828-3434,,MLS? Number: W9233869,"Beautifully Fully Renovated Spacious 2 Bedrooms 1 Bath Condo With A Large Balcony.2 Parking Spaces, Brand New Updated Modren Kitchen, Water Proof All Over Flooring, Fresh Paint, Renovated Bathroom, In-Suite Laundry/Storage, Brand New S.S Fridge, Stove, Over Range Microwave, S/S Dish Washer, Spacious Living/Dining Room, Bigger Balcony With Great Views. Close To Airport, Shopping, Schools, Ttc, Banks.Move In And Enjoy. (36471327)",Kipling/Finch,Single Family,Apartment,Mount Olive-Silverstone-Jamestown,Condominium/Strata,1900,,11 days,2,,1,"Balcony, In suite Laundry",Central air conditioning,Forced air (Natural gas),Brick,,,Underground,,Vinyl,,,"Exercise Centre, Party Room, Visitor Parking",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27237423/78-vauxhall-drive-toronto-e04-dorset-park,1099900,"78 VAUXHALL DRIVE, Toronto E04, Ontario M1P1R2",SIMON MILBERRY,416-508-9513,RE/MAX HALLMARK REALTY LTD.,"2277 QUEEN STREET EAST
TORONTO, Ontario M4E1G5",416-699-9292,,MLS? Number: E9233908,"Set on a quiet, tree-lined street, this beautiful home is truly 'move-in ready'! It has been extensively renovated: a new kitchen, two new bathrooms, and new hardwood on the main floor; plus, the wiring/electrical was fully updated and pot lights were added. The sunny, west-facing backyard features a gorgeous custom deck, a perfect lawn, a mature perennial garden, a great little veggie patch *and* a patio - ideal for BBQing and entertaining or just relaxing in the sun! Plus, the private drive has parking for 3 cars! Close to Costco, the 401, TTC, schools, and countless local amenities - plazas, shops, restaurants and more. Pride of ownership shows at this amazing place, inside and out - don't miss it! **** EXTRAS **** The 12' x 32' detached garage got a new foundation, roof, siding, insulation, electrical, lighting and hardwired internet access in 2022. It's the perfect workshop/mancave! (36471331)",Birchmount/Lawrence,Single Family,House,Dorset Park,Freehold,4091.45,,11 days,3,,2,Carpet Free,Central air conditioning,Forced air (Natural gas),Brick,1.5,45 x 120 FT|under 1/2 acre,Detached Garage,"Central Vacuum, Water Heater, Blinds, Dishwasher, Dryer, Microwave, Range, Refrigerator, Stove",Hardwood,,Full,,,Block,Detached,Sanitary sewer,Municipal water,45 ft,120 ft
https://www.realtor.ca/real-estate/27237418/705-181-wynford-drive-toronto-c13-banbury-don-mills,759000,"705 - 181 WYNFORD DRIVE, Toronto C13, Ontario M3C0C6",MADINA ALIBERDIEVA,647-621-8877,ROYAL TEAM REALTY INC.,"9555 YONGE ST UNIT 406
RICHMOND HILL, Ontario L4C9M5",905-508-8787,http://www.royalteamrealty.ca/,MLS? Number: C9233893,"Stunning, Spacious Property with Unparalleled Views Experience luxury living in this spacious property featuring the best layout in the entire building. Enjoy breathtaking, uncovered views of the Aga Khan Park and Museum, with all-around unobstructed vistas that create a beautiful, serene setting. This property boasts large, comfortable bedrooms, PLUS a versatile den/room with LARGE windows that can be used as an office, baby room, or guest room. Enjoy premium amenities designed for a luxurious lifestyle. Benefit from the convenience of owned parking and a capacious locker. Located in a prime area, this high-end building offers easy access to the best the city has to offer, all at an adequate price ensuring great value for an exceptional property. Monthly maintenance fees are $759.84, approx monthly electricity charges are $63. **** EXTRAS **** Stainless Steel Fridge, Brand New Stove and New Built-in Microwave, Dishwasher, Washer, Dryer, Potlights, Existing Light Fixtures and Window Coverings. 1 Parking Spot and 1 Locker. (36471311)",Wynford & Eglinton,Single Family,Apartment,Banbury-Don Mills,Condominium/Strata,3218.8,,11 days,2,1,2,Balcony,Central air conditioning,Forced air (Electric),Concrete,,,Underground,,,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27237292/149-bob-yuill-drive-toronto-w05-humberlea-pelmo-park-w5,1174900,"149 BOB YUILL DRIVE, Toronto W05, Ontario M9M0B1",NEETU ARORA,416-898-5160,RE/MAX WEST REALTY INC.,,416-745-2300,http://www.remaxwest.com/,MLS? Number: W9233843,"Welcome to the Weston Village, fully renovated from top to bottom meticulous 3 bedrooms semi-detached house. Very well kept, spacious, Bright & Sunny, filled with day light, This can be your dream home, where sunlight pass through expensive windows, creating a warm and inviting atmosphere throughout, Kids Friendly Private Street, open-concept kitchen with stainless steel appliances that blends functionality with elegance. The heart of this kitchen is a generously sized island, which serves as both a workspace and a gathering spot for family and friends. Spacious bedrooms with big windows, walk-out basement to the backyard is an inviting area for relaxation and entertainment. **** EXTRAS **** Perfect Location. Close to major highways 401/400, Costco, Walmart, TTC, Dollar Store, Shopping Mall, Groceries, Cafes/Restaurants, Much Much More (36471135)",Sheppard and Weston Rd,Single Family,House,Humberlea-Pelmo Park W5,Freehold,4234.51,,11 days,3,1,4,,Central air conditioning,Forced air (Natural gas),Brick,2,22.44 x 98.63 FT,Garage,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings","Hardwood, Ceramic, Laminate, Carpeted",Walk out,N/A (Finished),,,,Semi-detached,Sanitary sewer,Municipal water,22 ft,98 ft
https://www.realtor.ca/real-estate/27237276/112-beechgrove-drive-toronto-e10-west-hill,799900,"112 BEECHGROVE DRIVE, Toronto E10, Ontario M1E3Z4",SAM AMID,416-495-3440,ROYAL LEPAGE TERREQUITY COMPASS REALTY,"8165 YONGE ST
THORNHILL, Ontario L3T2C6",416-495-3440,,MLS? Number: E9233830,"Act Now, 50 x 175 Foot Lot In Demand Location, Open Concept With 3 Bedrooms On The Main Floor, Finished Basement With 2 Additional Bedrooms And Walkout To Beautiful Backyard, Close to All Amenities Including Schools And Shopping, Transit Nearby, Highway Minutes Away, Must See, Wont Last! **** EXTRAS **** Fridge, Stove, Washer, Dryer (36471106)",BEECHGROVE & CORONATION,Single Family,House,West Hill,Freehold,3338.04,4,11 days,3,2,2,,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",1,50 x 175 FT,,,"Hardwood, Parquet",Separate entrance,N/A (Finished),,,Block,Detached,Septic System,Municipal water,50 ft,175 ft
https://www.realtor.ca/real-estate/27237265/1608-5168-yonge-street-toronto-c07-willowdale-west,688000,"1608 - 5168 YONGE STREET, Toronto C07, Ontario M2N0G1",MARK XIAO,647-515-1111,HOMELIFE LANDMARK REALTY INC.,"7240 WOODBINE AVE UNIT 103
MARKHAM, Ontario L3R1A4",905-305-1600,http://www.homelifelandmark.com/,MLS? Number: C9233825,"Rare Found Spacious Unit With 1 Parking and 1 Locker! Prime Location, Direct Underground Access To Subway! Luxury High-Demand Beautiful 1 Bedroom Unit In Gibson Square North Tower Made By Menkes. Floor To Ceiling Windows, Spacious Bright Functional Layout. Open Concept Modern Kitchen, Glass Backsplash, Granite Counter Top. Gorgeous Amenities: Indoor Pool, Gym, Theater, 24 Hr Concierge, Board Room etc. Steps To The Civic Centre, Restaurants, Park, Library, Loblaws, Metro, Cineplex. Minutes To Hwy 401. (36471090)",Yonge/Park Home,Single Family,Apartment,Willowdale West,Condominium/Strata,2192.04,,11 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Blinds, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",Laminate,,,"Security/Concierge, Exercise Centre, Party Room, Storage - Locker",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27237263/1105-3000-bathurst-street-toronto-c04-englemount-lawrence,539900,"1105 - 3000 BATHURST STREET, Toronto C04, Ontario M6B3B4",AMICHAY (MICHAEL) HARARI,416-782-8882,RE/MAX REALTRON REALTY INC.,"2815 BATHURST STREET
TORONTO, Ontario M6B3A4",416-782-8882,,MLS? Number: C9233822,"Bright & Spacious One Bedroom + Den! Amazing Value! Large Master Bedroom! Ensuite Laundry Available! Parquet Floors! Eat-in Kitchen! Building Has Just Installed New Windows! Parking & Locker Included. Beautiful East View! **** EXTRAS **** 24 Hour Concierge, Exercise Room, Lots of Visitor Parking. (36471085)",Bathurst/Lawrence,Single Family,Apartment,Englemount-Lawrence,Condominium/Strata,2138.71,,11 days,1,,1,,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Refrigerator, Stove, Window Coverings","Parquet, Tile",,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27237264/483-westmount-avenue-toronto-c03-oakwood-village,979000,"483 WESTMOUNT AVENUE, Toronto C03, Ontario M6E3N6",MATT GERLOCK,416-487-4311,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"4025 YONGE STREET SUITE 103
TORONTO, Ontario M2P2E3",416-487-4311,,MLS? Number: C9233823,"This Updated Semi Detached Home In The Vibrant Oakwood Village Neighbourhood Is A Tremendous Opportunity For First Time Home Buyers To Get Into The Market & Is Turn Key Ready With Rental Income Potential From The Basement. Open Concept Main Floor Layout, Modern Kitchen With Quartz Counters, Stainless Steel Appliances & Walk Out To Yard, Engineered Hardwood Floors, Primary Bedroom With Built In Closet Organizers, All Bedrooms With Closets, Finished Basement With Separate Entrance. Detached Garage Accessed Via Laneway. A Fantastic Condominium Alternative! Don't Pay Rising Maintenance Fees When You Can Own A Freehold Property With A Yard, Parking & Rental Income Instead! Incredible Value! Located Close To Shops, Restaurants, Schools, Transit, Eglinton LRT, Places of Worship & More. **** EXTRAS **** Basement Apartment For Supplementary Income Or Drywall Can Be Easily Removed For Single Family Use. Roof (2020), High Efficiency Furnace (2018), AC (2018), Most Windows (2018), Electrical (2018). (36471087)",Dufferin & Rogers Road,Single Family,House,Oakwood Village,Freehold,3998,,11 days,3,,2,Lane,Central air conditioning,Forced air (Natural gas),"Brick, Aluminum siding",2,17.29 x 118.89 FT,Detached Garage,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings","Hardwood, Tile",Separate entrance,N/A (Finished),,,Block,Semi-detached,Sanitary sewer,Municipal water,17 ft,118 ft
https://www.realtor.ca/real-estate/27237255/413-30-roehampton-avenue-toronto-c10-mount-pleasant-west,799900,"413 - 30 ROEHAMPTON AVENUE, Toronto C10, Ontario M4P0B9",NAUSHIN KEMP,416-875-2111,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"231 OAK PARK BLVD #400A
OAKVILLE, Ontario L6H7S8",905-257-3633,,MLS? Number: C9233794,"Beautifully maintained 2 bedroom unit with nice finishes and private wide balcony in the heart of the Yonge & Eglinton hub. 2 full upgraded bathrooms. Flooded with natural sunlight with floor to ceilingwindows in both living and master bedroom this unit offers a perfect match for those wanting convenience, location and lifestyle of the successful professionals in the mid town core. Fantastic amenities with large fully equipped gym, thoughtfully designed party room, media room and workstations for remote working professionals, outdoor BBQ areas and much more. The building is located adjacent to large soccer field for relaxation and sport. One underground parking and one underground locker included! Come and see this condo in perfect setting in the heart of TO. (36471049)",Yonge & Eglinton,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,3597,,11 days,2,,2,"Balcony, In suite Laundry",Central air conditioning,Forced air (Natural gas),Brick,,,Underground,,,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27237084/10-valleyview-gardens-toronto-w02-lambton-baby-point,1649000,"10 VALLEYVIEW GARDENS, Toronto W02, Ontario M6S2B6",LUISA BADA,416-347-3686,SPECTRUM REALTY SERVICES INC.,"8400 JANE ST., UNIT 9
CONCORD, Ontario L4K4L8",416-736-6500,http://www.spectrumrealtyservices.com/,MLS? Number: W9233751,"A buying opportunity into Baby Point, on a coveted street with very little traffic, close to e-v-e-r-y-t-h-i-n-g, awaits this three bedroom, three bath home for you to reinvent. Its an opportunity that seldom presents itself. This classic Edwardian style home, where the character and beauty have been lovingly maintained. Rich in character, the original stain glass windows, detailed wood trim, hardwood flooring and tall baseboards are in fine shape. South facing living room, with bay window. Private parking pad with a well sized garage for an additional car. Sitting on a long lot [125ft] which allows for a 1,080 sq ft garage suite. Beautifully maintained gardens. Riverstone walkway and porch. Detailed soffits. Original natural stone window sills. Around the corner from the exclusive Baby Point Club. Mins walk to the Humber River with its trails, iconic Old Mill Hotel/Spa, bridge and dam. With so much green space, the number of parks and facilities in the area is truly outstanding. What area could state that within walking distance is a fishing spot, nature centre, canoe/kayaking, tennis facilities, Humber Yacht Club, off leash dog park... the list is truly endless. Within a 15 min walk are two subway stations and Bloor West Village with it yummy restaurants and unique boutiques !! Even closer at Jane & Baby Point, are more delicious food choices, coffee shops, and more. Fantastic Schools like Humbercrest elementary [with French Immersion] and Ursula Franklin HS. Reshingled in 2017. Ductless A/C 2022. (36470835)",Baby Point & Jane,Single Family,House,Lambton Baby Point,Freehold,6459.54,,11 days,3,1,3,,Wall unit,Radiant heat (Natural gas),Brick,2,25.03 x 125.16 FT,Attached Garage,Window Coverings,"Hardwood, Tile",Separate entrance,N/A (Finished),,,Concrete,Detached,Sanitary sewer,Municipal water,25 ft,125 ft
